,Unnamed: 0,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
1944,1944,2753-JMMCV,0,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.2,4805.65,Male,0,0,0,65,1,Yes
1945,1945,2754-SDJRD,0,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.15,908.55,Female,1,0,0,8,1,Yes
1946,1946,2754-VDLTR,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.2,930.4,Male,0,0,1,10,1,Yes
1947,1947,2754-XBHTB,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),77.65,714.15,Female,0,0,0,9,1,No
1948,1948,2758-RNWXS,0,Fiber optic,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,89.2,3251.3,Male,0,0,0,35,1,No
1949,1949,2761-OCIAX,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,165.4,Male,1,0,0,2,1,No
1950,1950,2761-XECQW,0,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,43.35,371.4,Male,1,1,0,8,0,No phone service
1951,1951,2770-NSVDG,0,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,29.1,688,Male,0,1,0,24,0,No phone service
1952,1952,2773-MADBQ,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,53.1,1901.25,Female,0,0,0,36,0,No phone service
1953,1953,2773-OVBPK,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.3,7567.2,Male,0,1,0,67,1,Yes
1954,1954,2774-LVQUS,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,83.05,1258.3,Female,1,1,0,15,1,Yes
1955,1955,2775-SEFEE,0,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),61.9, ,Male,0,0,1,0,1,Yes
1956,1956,2777-PHDEI,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.05,78.05,Female,0,0,0,1,1,No
1957,1957,2778-OCLGR,1,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,971.3,Male,1,1,0,24,0,No phone service
1958,1958,2782-JEEBU,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.0,780.15,Male,0,0,0,21,0,No phone service
1959,1959,2782-LFZVW,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,58.95,601.6,Female,0,0,0,11,1,Yes
1960,1960,2786-GCDPI,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.95,5222.35,Female,1,0,0,50,1,Yes
1961,1961,2788-CJQAQ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,270.2,Male,0,0,0,13,1,No
1962,1962,2789-CZANW,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),110.3,6997.3,Female,0,1,1,64,1,Yes
1963,1963,2789-HQBOU,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.35,253.8,Male,0,0,0,3,1,No
1964,1964,2790-XUYMV,0,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),85.45,6028.95,Male,0,0,1,71,1,Yes
1965,1965,2791-SFVEW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,238.15,Female,0,0,0,9,1,No
1966,1966,2792-LSHWX,0,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,83.4,83.4,Female,0,0,0,1,1,No
1967,1967,2792-VPPET,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.5,76.95,Male,0,0,0,3,1,No
1968,1968,2794-XIMMO,1,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,60.45,3184.25,Male,0,1,0,53,0,No phone service
1969,1969,2796-NNUFI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,927.1,Female,0,1,1,46,1,No
1970,1970,2796-UUZZO,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.3,4896.35,Male,0,1,1,63,1,No
1971,1971,2798-NYLMZ,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.55,7616,Male,0,1,0,71,1,Yes
1972,1972,2799-ARNLO,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,341.6,Female,1,1,0,5,1,No
1973,1973,2799-TSLAG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.3,1748.55,Female,0,1,1,65,1,Yes
1974,1974,2800-QQUSO,0,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.3,4222.95,Male,0,0,0,42,1,Yes
1975,1975,2800-VEQXM,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,74.75,238.1,Female,0,0,0,3,1,No
1976,1976,2801-NISEI,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.95,1348.5,Male,0,0,0,24,1,No
1977,1977,2804-ETQDK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.55,1357.1,Male,0,0,1,66,1,No
1978,1978,2805-AUFQN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,475.2,Female,0,0,0,25,1,No
1979,1979,2805-EDJPQ,0,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),99.75,5608.4,Female,0,1,1,56,1,Yes
1980,1980,2806-MLNTI,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.1,5376.4,Male,1,1,0,52,1,Yes
1981,1981,2808-CHTDM,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,611.45,Female,0,1,1,23,1,Yes
1982,1982,2809-ILCYT,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,26.8,733.55,Female,0,1,0,25,1,Yes
1983,1983,2809-ZMYOQ,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,3334.9,Female,0,0,0,32,1,Yes
1984,1984,2810-FTLEM,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,762.25,Female,0,0,0,16,1,No
1985,1985,2811-POVEX,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),88.45,2130.55,Female,1,1,1,23,1,No
1986,1986,2812-ENYMO,0,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Credit card (automatic),54.55,1362.85,Male,0,0,0,26,0,No phone service
1987,1987,2812-REYAT,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,923.1,Female,0,1,0,49,1,No
1988,1988,2812-SFXMJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,Male,0,0,1,1,1,No
1989,1989,2815-CPTUL,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.25,331.9,Male,1,0,0,5,1,No
1990,1990,2817-LVCPP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1023.95,Female,0,0,0,50,1,No
1991,1991,2817-NTQDO,1,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),45.55,597,Male,0,0,0,13,0,No phone service
1992,1992,2819-GWENI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,543,Female,0,1,1,28,1,No
1993,1993,2821-WARNZ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.45,921.3,Female,0,0,1,49,1,No
1994,1994,2823-LKABH,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),95.05,1679.4,Female,0,0,0,18,1,Yes
1995,1995,2824-DXNKN,0,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),71.45,5025.85,Female,0,1,1,72,1,Yes
1996,1996,2824-MYYBN,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.25,3314.15,Female,0,1,1,37,1,Yes
1997,1997,2826-DXLQO,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.8,220.45,Male,1,1,0,7,0,No phone service
1998,1998,2826-UWHIS,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,Male,0,1,0,45,1,Yes
1999,1999,2828-SLQPF,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.0,865.85,Male,0,0,0,19,1,No
2000,2000,2829-HYVZP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.8,572.2,Male,0,0,0,29,1,No
2001,2001,2830-LEWOA,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),103.9,6449.15,Male,0,1,1,61,1,No
2002,2002,2831-EBWRN,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.9,199.75,Male,0,0,0,4,1,No
2003,2003,2832-KJCRD,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.65,3988.5,Female,0,0,0,38,1,Yes
2004,2004,2832-SCUCO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.9,57.4,Female,0,0,0,2,1,No
2005,2005,2833-SLKDQ,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.05,45.05,Male,0,0,0,1,1,No
2006,2006,2834-JKOOW,0,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Mailed check,45.9,693.45,Female,0,0,0,15,0,No phone service
2007,2007,2834-JRTUA,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.05,7532.15,Male,0,0,0,71,1,Yes
2008,2008,2834-SPCJV,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.1,4348.65,Male,0,1,0,52,1,No
2009,2009,2839-RFSQE,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,38.7,Female,0,0,0,2,1,No
2010,2010,2840-XANRC,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,93.15,2231.05,Male,1,1,0,24,1,No
2011,2011,2842-BCQGE,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.35,3161.4,Male,0,0,0,43,1,Yes
2012,2012,2842-JTCCU,1,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),46.05,80.35,Male,0,0,0,2,1,No
2013,2013,2843-CQMEG,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,49.7,1218.25,Male,0,0,0,24,1,No
2014,2014,2845-AFFTX,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,4259.3,Male,1,1,0,41,1,Yes
2015,2015,2845-HSJCY,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,87.25,1258.6,Female,0,1,1,14,1,Yes
2016,2016,2845-KDHVX,0,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,68.3,4378.8,Female,0,1,0,64,1,No
2017,2017,2848-YXSMW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,Male,0,1,1,72,1,No
2018,2018,2851-MMUTZ,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,56.15,1439.35,Female,0,0,0,27,1,No
2019,2019,2851-STERV,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,73.0,2471.25,Male,1,0,0,35,1,No
2020,2020,2853-CWQFQ,0,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,59.55,59.55,Male,0,0,1,1,1,No
2021,2021,2855-QOWGP,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,103.8,3470.8,Male,0,0,1,34,1,Yes
2022,2022,2856-HYAPG,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.65,68.65,Female,0,0,0,1,1,No
2023,2023,2856-NNASM,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.55,3856.75,Male,1,0,0,43,1,No
2024,2024,2858-EIMXH,0,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.85,5016.25,Female,1,1,0,53,1,Yes
2025,2025,2858-MOFSQ,1,DSL,No,No,Yes,No,No,No,One year,1,Mailed check,55.85,937.5,Female,0,0,1,17,1,Yes
2026,2026,2860-RANUS,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.8,1727.5,Female,1,0,0,20,1,Yes
2027,2027,2862-JVEOY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,124.4,Male,0,0,0,6,1,No
2028,2028,2862-PFNIK,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,24.7,Male,0,0,1,1,0,No phone service
2029,2029,2863-IMQDR,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,89.65,5308.7,Female,0,0,0,61,1,Yes
2030,2030,2865-TCHJW,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.2,346.2,Female,1,0,0,4,1,Yes
2031,2031,2866-IKBTM,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55,Female,0,0,0,1,1,No
2032,2032,2867-UIMSS,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.5,80.5,Male,0,0,0,1,1,No
2033,2033,2868-LLSKM,0,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),83.65,5733.4,Female,0,1,1,68,1,Yes
2034,2034,2868-MZAGQ,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,79.25,Male,0,0,0,1,1,No
2035,2035,2868-SNELZ,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,80.6,155.8,Female,0,0,0,2,1,Yes
2036,2036,2869-ADAWR,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.3,4016.85,Female,0,0,0,45,1,Yes
2037,2037,2873-ZLIWT,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,84.85,3303.05,Female,0,1,1,40,1,Yes
2038,2038,2874-YXVVA,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.1,3634.8,Female,0,0,0,34,1,No
2039,2039,2876-GZYZC,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,1215.65,Female,0,0,0,13,1,Yes
2040,2040,2876-VBBBL,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,Female,0,0,0,1,1,No
2041,2041,2877-VDUER,0,DSL,No,No,No,Yes,Yes,No,One year,0,Mailed check,40.9,1383.6,Female,0,1,1,35,0,No phone service
2042,2042,2878-DHMIN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.9,666,Male,0,1,1,35,1,No
2043,2043,2878-RMWXY,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),102.65,7550.3,Male,1,1,0,72,1,Yes
2044,2044,2880-FPNAE,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.2,140.1,Male,1,1,0,2,1,No
2045,2045,2882-DDZPG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.45,227.45,Female,0,0,0,12,1,No
2046,2046,2882-WDTBA,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.75,5388.15,Male,0,1,1,69,1,No
2047,2047,2883-ILGWO,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,Male,1,0,0,57,1,Yes
2048,2048,2884-GBPFB,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,2416.55,Female,0,1,0,35,1,No
2049,2049,2885-HIJDH,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.9,6194.1,Male,0,1,1,69,1,Yes
2050,2050,2886-KEFUM,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.5,6873.75,Female,0,1,0,63,1,Yes
2051,2051,2887-JPYLU,0,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,Female,0,0,1,41,1,No
2052,2052,2888-ADFAO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.3,1041.8,Female,0,1,1,47,1,No
2053,2053,2889-FPWRM,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),117.8,8684.8,Male,0,1,0,72,1,Yes
2054,2054,2890-WFBHU,0,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1,Female,0,0,0,59,1,Yes
2055,2055,2892-GESUL,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,309.25,Female,0,1,1,18,1,No
2056,2056,2894-QOJRX,1,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),34.0,853,Female,0,1,0,25,0,No phone service
2057,2057,2896-TBNBE,0,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,80.8,3132.75,Male,0,1,0,40,1,No
2058,2058,2897-DOVND,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,146.65,Male,0,0,0,2,1,No
2059,2059,2898-LSJGD,1,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,55.95,1157.05,Female,0,1,1,21,0,No phone service
2060,2060,2898-MRKPI,0,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.05,6770.5,Male,0,1,1,68,1,Yes
2061,2061,2900-PHPLN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.55,1462.05,Female,1,1,0,70,1,No
2062,2062,2903-YYTBW,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.55,44.55,Male,0,1,1,1,1,No
2063,2063,2904-GGUAZ,0,Fiber optic,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),84.05,6052.25,Female,0,1,0,72,1,Yes
2064,2064,2905-KFQUV,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.4,154.8,Female,0,1,0,2,1,No
2065,2065,2907-ILJBN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,Female,0,1,1,11,1,No
2066,2066,2908-WGAXL,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1468.9,Female,0,1,1,56,1,Yes
2067,2067,2908-ZTPNF,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),34.85,1267.2,Female,0,0,0,36,0,No phone service
2068,2068,2911-IJORQ,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),90.6,3358.65,Male,0,0,0,37,1,Yes
2069,2069,2911-UREFD,1,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,55.9,2184.35,Female,0,1,0,39,0,No phone service
2070,2070,2911-WDXMV,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.55,1406.65,Male,0,0,1,18,1,Yes
2071,2071,2916-BQZLN,0,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.75,1651.95,Male,0,0,0,19,1,Yes
2072,2072,2919-HBCJO,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),76.65,333.6,Female,0,0,0,4,1,No
2073,2073,2920-RNCEZ,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,69.95,Male,0,1,1,1,1,No
2074,2074,2921-XWDJH,0,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.45,3147.15,Female,1,1,0,38,1,No
2075,2075,2923-ARZLG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.7, ,Male,0,1,1,0,1,No
2076,2076,2924-KHUVI,0,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.55,5514.95,Male,0,1,0,56,1,Yes
2077,2077,2925-MXLSX,0,DSL,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),68.95,2038.7,Female,0,0,0,30,1,Yes
2078,2078,2925-VDZHY,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.7,6501.35,Male,0,1,1,72,1,Yes
2079,2079,2926-JEJJC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,140.95,Female,0,0,0,8,1,No
2080,2080,2927-CVULT,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),104.05,5566.4,Female,0,1,1,53,1,Yes
2081,2081,2927-QRRQV,0,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,94.65,4312.5,Male,0,1,0,46,1,Yes
2082,2082,2928-HLDBA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75,Female,0,0,0,6,1,No
2083,2083,2929-ERCFZ,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,777.3,Female,0,1,1,8,1,No
2084,2084,2929-QNSRW,1,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,98.25,5508.35,Female,0,1,0,56,1,Yes
2085,2085,2930-UOTMB,1,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),65.25,1994.3,Female,0,0,0,31,1,Yes
2086,2086,2931-FSOHN,0,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.9,788.35,Male,1,0,0,13,1,No
2087,2087,2931-SVLTV,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),110.1,4469.1,Male,0,1,1,40,1,Yes
2088,2088,2931-VUVJN,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Electronic check,94.05,5483.9,Female,1,1,0,59,1,Yes
2089,2089,2931-XIQBR,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,103.05,5153.5,Female,0,1,1,50,1,No
2090,2090,2933-FILNV,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.4,36.55,Female,0,1,1,2,0,No phone service
